profile_gender,profile_age,work_country,work_province,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,profile_studies_level,profile_studies_level_state,profile_career,profile_university,profile_specialization_courses,profile_open_source_contributions,profile_programming_as_hobby,work_role,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,tools_IDEs,tools_work_pc_os,tools_cellphone_os,work_on_call_duty,salary_on_call_duty_charge,work_on_call_duty_charge_type,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_satisfaction,salary_comparison_last_semester,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment_2020,salary_percentage_inflation_adjustment_2020,salary_month_last_inflation_adjustment,work_has_violence_situations,profile_sexual_orientation,profile_has_disabilities,profile_has_disabilities_hiring_difficulties,company_employee_number,company_main_activity,company_recommended,company_diversity_policies,company_extra_benefits,company_best_companies_city
Hombre,31,Argentina,Ciudad Autónoma de Buenos Aires,13.0,7.0,3.0,8,Terciario,Completado,Profesorado,ISP Joaquin V Gonzalez,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Technical Leader,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,Windows,Android,"Sí, pasiva",0.0,Porcentaje de mi sueldo,Full-Time,122000.0,93000.0,,3,2,No,No recibo bono,Uno,10.0,6,En un trabajo anterior,Heterosexual,,,1001-2000,Otras industrias,7,7,"Abono de celular, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Lactario en la oficina, Licencia de paternidad/maternidad extendida",Google
Hombre,43,Argentina,Ciudad Autónoma de Buenos Aires,13.0,3.0,2.0,0,Universitario,Incompleto,Ingeniería en Computación,,"Sí, de forma particular",No,No,Resiliencia,"AIX, Amazon Web Services, Azure, Google Cloud Platform/App Engine, HP-UX, Kubernetes, Linux, Mainframe, OpenShift, OpenStack, Solaris, VMWare, Windows Server",Python,Ninguno de los anteriores,"Cassandra, HANA, IBM Db2, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL, Sybase",Ninguna de las anteriores,IntelliJ,Windows,Android,No,0.0,Neto,Full-Time,196122.0,123902.0,,3,3,De uno a tres sueldos,Mix de las anteriores,Más de tres,26.0,7,Jamás,Heterosexual,,,1001-2000,Otras industrias,8,10,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,30,Argentina,Santa Fe,6.0,6.0,6.0,2,Universitario,Completado,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,"Sí, de forma particular",No,Sí,Developer,"Azure, Docker, Linux, Windows Server",".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap, Cordova, jQuery, Node.js","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, Oracle",Ninguna de las anteriores,"Android Studio, Notepad++, Visual Studio, Visual Studio Code",Windows,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,200000.0,120000.0,,3,3,De uno a tres sueldos,Performance de la compañía,Dos,20.0,7,,,,,101-200,Servicios / Consultoría de Software / Digital,10,8,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",
Hombre,21,Argentina,GBA,3.0,2.0,3.0,0,Universitario,En curso,,,"Sí, de forma particular",No,Sí,Developer,"Docker, Linux","CSS, HTML, Javascript, PHP","Angular, Bootstrap, jQuery, Node.js, React.js, WordPress","MariaDB, MySQL",Postman,Visual Studio Code,GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,140000.0,,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0.0,0,En un trabajo anterior,Heterosexual,,,1-10,Producto basado en Software,8,6,Capacitaciones y/o cursos,
Hombre,43,Argentina,Ciudad Autónoma de Buenos Aires,18.0,2.0,0.0,0,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, los pagó un empleador",No,Sí,Developer,Azure,".NET, C#, Javascript, SQL",".NET Core, Node.js","Microsoft Azure (Tables, CosmosDB, SQL, etc)",Postman,"Notepad++, Visual Studio, Visual Studio Code",Windows,iOS,No,0.0,Bruto,Full-Time,150000.0,105000.0,,3,3,De uno a tres sueldos,Mix de las anteriores,No,0.0,0,En un trabajo anterior,Heterosexual,,,2001-5000,Otras industrias,7,4,"Capacitaciones y/o cursos, Clases de idiomas, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,25,Argentina,Ciudad Autónoma de Buenos Aires,2.0,2.0,2.0,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,No,Developer,Docker,"Javascript, TypeScript","Angular, Bootstrap",Ninguna de las anteriores,Ninguna de las anteriores,Visual Studio Code,GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,48800.0,40500.0,,2,2,No,No recibo bono,Uno,28.0,5,Jamás,Heterosexual,,,11-50,Producto basado en Software,7,10,Horarios flexibles,
Hombre,45,Argentina,GBA,20.0,14.0,5.0,3,Universitario,Completado,Ingeniería Electrónica,UNMDP,"Sí, los pagó un empleador",No,No,Technical Leader,"Amazon Web Services, Docker, Linux, OpenStack",Bash/Shell,Ninguno de los anteriores,"MariaDB, MySQL, Redis",Ninguna de las anteriores,"Vi, Vim",GNU/Linux,Android,"Sí, pasiva",0.0,Neto,Full-Time,100000.0,83000.0,,4,3,No,No recibo bono,Uno,20.0,1,Jamás,Heterosexual,,,11-50,Producto basado en Software,9,10,"Abono de celular, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",
Hombre,36,Argentina,Ciudad Autónoma de Buenos Aires,16.0,6.0,3.0,5,Universitario,Completado,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Technical Leader,"AIX, Mainframe, Solaris, Windows Server","C, C++, Java, Python, SQL","Angular, Django, Spring","Microsoft SQL Server, MySQL, Oracle","JUnit, Postman, Visual Studio Coded UI","Eclipse, Notepad++, PyCharm, Visual Studio, Visual Studio Code",Windows,Android,"Sí, activa",7000.0,Bruto,Full-Time,170000.0,120000.0,,3,2,No,No recibo bono,Uno,10.0,3,En mi trabajo actual,Heterosexual,,,1001-2000,Servicios / Consultoría de Software / Digital,7,7,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)","Medallia, mulesoft"
Hombre,28,Argentina,San Luis,7.0,5.0,1.0,0,Universitario,Completado,Licenciatura en Ciencias dela Computación,UNSL,No,No,No,Developer,Amazon Web Services,Javascript,"Node.js, React.js",ElasticSearch,Jest,Visual Studio Code,macOS,Android,No,0.0,Bruto,Full-Time,160000.0,110.0,,3,1,Un sueldo,Performance de la compañía,Uno,10.0,7,Jamás,Apache Helicopter,,No,501-1000,Producto basado en Software,9,10,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,36,Argentina,Neuquén,14.0,6.0,6.0,0,Universitario,Completado,Licenciatura en Ciencias dela Computación,UNCOMA - Universidad Nacional del Comahue,"Sí, de forma particular",No,No,Informatica forense,"Docker, Linux, VMWare, Windows Server","Bash/Shell, HTML, Java, Javascript, Python, SQL","Django, jQuery","MariaDB, Microsoft SQL Server, MySQL, SQLite",Ninguna de las anteriores,"NetBeans, Visual Studio Code",Windows,Android,No,0.0,Bruto,Full-Time,180000.0,150000.0,,3,1,No,No recibo bono,No,0.0,0,En un trabajo anterior,Heterosexual,,,1001-2000,Otras industrias,8,6,"Horarios flexibles, Viáticos",
Hombre,37,Argentina,Ciudad Autónoma de Buenos Aires,17.0,17.0,5.0,0,Terciario,Completado,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,BI Analyst / Data Analyst,Ninguna de las anteriores,".NET, C#, CSS, HTML, Javascript, Python, SQL, VBA","Bootstrap, jQuery","Microsoft SQL Server, Teradata",Ninguna de las anteriores,"Notepad++, Visual Studio, Visual Studio Code, SSMS, SSIS",Windows,Android,No,0.0,Neto,Full-Time,85000.0,70000.0,,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,14.0,7,Jamás,Heterosexual,,,2001-5000,Otras industrias,8,9,"Abono de celular, Abono de Internet, Clases de idiomas, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida",
Hombre,45,Argentina,GBA,25.0,20.0,20.0,0,Universitario,Completado,Analista Universitario de Sistemas,UM - Universidad de Morón,"Sí, de forma particular",No,No,HelpDesk,Windows Server,"HTML, SQL",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,Windows,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,65000.0,50000.0,,2,2,No,No recibo bono,Uno,10.0,5,Jamás,Heterosexual,,,1-10,Servicios / Consultoría de Software / Digital,8,7,"Horarios flexibles, Sueldo divido en dos pagos por mes",
Hombre,25,Argentina,Ciudad Autónoma de Buenos Aires,4.0,0.0,0.0,0,Universitario,Completado,Ingeniería en Informática,ITBA - Instituto Tecnológico de Buenos Aires,No,Sí,No,Developer,"Amazon Web Services, Kubernetes","Go, Java",Spring,"MySQL, Redis","Appium, JUnit","Android Studio, IntelliJ, Sublime Text",macOS,iOS,"Sí, pasiva",0.0,Bruto,Full-Time,185000.0,130000.0,,3,3,De uno a tres sueldos,Performance individual,Dos,43.0,7,Jamás,Heterosexual,,,101-200,Producto basado en Software,7,7,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,9.0,0.0,0.0,0,Universitario,Completado,Licenciatura en Sistemas de Información,USAL - Universidad del Salvador,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Infosec,"Linux, Splunk","Python, SQL",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Visual Studio Code,Windows,Android,"Sí, pasiva",1000.0,Bruto,Full-Time,148000.0,120000.0,,2,2,No,No recibo bono,Uno,10.0,4,Jamás,Heterosexual,,No,1001-2000,Servicios / Consultoría de Software / Digital,7,7,"Clases de idiomas, Cuota para universidad / posgrados, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",
Mujer,37,Argentina,Ciudad Autónoma de Buenos Aires,2.0,2.0,2.0,0,Universitario,Completado,Ingeniería en Informática,Upta,No,No,No,Developer,Ninguna de las anteriores,"CSS, HTML, Javascript, SQL","Angular, Bootstrap, jQuery",MySQL,Ninguna de las anteriores,"Eclipse, Notepad++, Sublime Text, Visual Studio Code",Windows,Android,No,0.0,Bruto,Full-Time,59000.0,45000.0,,2,2,No,No recibo bono,Dos,30.0,7,Jamás,Heterosexual,,,11-50,Servicios / Consultoría de Software / Digital,8,10,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia de paternidad/maternidad extendida","Bancos, Entidades financieras y Empresas privadas. No consultoras."
Hombre,40,Argentina,Ciudad Autónoma de Buenos Aires,20.0,1.0,1.0,5,Universitario,Incompleto,Analista de Sistemas,Universidad Siglo 21,No,No,No,VP / C-Level,"Docker, Kubernetes, Linux, cloudfoundry",".NET, Bash/Shell, C#, Python",".NET Core, Angular, Bootstrap","MariaDB, MySQL",pruebo en producción ,"Vi, Vim, las IDE son para maricas",GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,210000.0,150000.0,,3,3,3+ sueldos,Mix de las anteriores,Uno,10.0,3,En un trabajo anterior,¿Qué les importa?,,No,10001+,Otras industrias,9,9,"Clases de idiomas, Estacionamiento gratuito / subvencionado, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), cash","Mercadolibre, JPMORGAN"
Hombre,29,Argentina,Mendoza,6.0,2.0,2.0,0,Universitario,En curso,Ingeniería en Informática,UM,"Sí, de forma particular",No,Sí,Developer,"Docker, Linux","Java, PHP, Scala, SQL","Hibernate, Spring","Cassandra, Microsoft SQL Server",JUnit,"Eclipse, Visual Studio Code",GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,114000.0,85500.0,,2,2,No,No recibo bono,Uno,6.0,4,Jamás,Heterosexual,,,51-100,Servicios / Consultoría de Software / Digital,5,3,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,28,Argentina,Ciudad Autónoma de Buenos Aires,3.0,0.0,2.0,0,Universitario,En curso,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,"Sí, de forma particular",Sí,Sí,Developer,"Amazon Web Services, Docker","Go, Java, SQL",Spark,MySQL,Ninguna de las anteriores,"Vi, Vim, Goland",macOS,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,135000.0,100000.0,,3,3,De uno a tres sueldos,Performance grupal,Dos,35.0,7,Jamás,Heterosexual,,,5001-10000,Otras industrias,10,10,"Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Bono de 500 usd por pandemia, 70% de descuento en compras de supermercado",
Mujer,21,Argentina,Ciudad Autónoma de Buenos Aires,0.0,0.0,0.0,0,Terciario,En curso,Analista de Sistemas,Ifts,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,Developer,Ninguna de las anteriores,"CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, Laravel",MySQL,Ninguna de las anteriores,Visual Studio Code,Windows,Android,No,0.0,Porcentaje de mi sueldo,Part-Time,30000.0,25000.0,,3,3,No,No recibo bono,No,0.0,0,Jamás,Bisexual o queer,Mental,Sí,11-50,Otras industrias,8,8,Capacitaciones y/o cursos,
Hombre,44,Argentina,Provincia de Buenos Aires,20.0,15.0,15.0,8,Universitario,Completado,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Manager / Director,"Amazon Web Services, Azure, Google Cloud Platform/App Engine, Linux, VMWare, Windows Server","HTML, Javascript, PHP, SQL","Bootstrap, CodeIgniter, jQuery, Node.js, WordPress","MariaDB, Microsoft SQL Server, MySQL, PostgreSQL",Ninguna de las anteriores,"Eclipse, Zend",Windows,Android,"Sí, pasiva",0.0,Bruto,Full-Time,220000.0,200000.0,,3,2,De uno a tres sueldos,Performance de la compañía,No,0.0,0,Jamás,¿Qué les importa?,,,1-10,Servicios / Consultoría de Software / Digital,10,8,"Abono de celular, Horarios flexibles",
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,10.0,2.0,4.0,2,Posgrado,En curso,Licenciatura en Informática,UP - Universidad de Palermo,"Sí, de forma particular",No,No,Data Scientist / Data Engineer,Windows Server,SQL,Ninguno de los anteriores,"Microsoft SQL Server, Oracle",Ninguna de las anteriores,Visual Studio,Windows,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,163000.0,115000.0,,3,2,De uno a tres sueldos,Performance individual,Uno,10.0,6,Jamás,Heterosexual,,No,501-1000,Servicios / Consultoría de Software / Digital,7,9,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,30,Argentina,Provincia de Buenos Aires,3.0,0.0,3.0,0,Universitario,Incompleto,Ingeniería en Sistemas de Información,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,No,No,No,Developer,"Docker, Windows Server",".NET, C#, HTML, Javascript",".NET Core, jQuery",Microsoft SQL Server,XUnit,Android Studio,Windows,Android,No,0.0,Bruto,Full-Time,125000.0,100000.0,,3,3,No,No recibo bono,Tres,37.0,7,Jamás,Homosexual,,,201-500,Producto basado en Software,8,5,"Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",
Mujer,35,Argentina,Córdoba,10.0,0.0,7.0,0,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Business Analyst,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft SQL Server, Oracle, SQLite",Ninguna de las anteriores,Ninguno de los anteriores,Windows,iOS,No,0.0,Neto,Full-Time,71000.0,65000.0,,2,1,No,No recibo bono,Dos,10.0,1,Jamás,Heterosexual,,,11-50,Servicios / Consultoría de Software / Digital,4,4,Abono de Internet,Globant. Mercado Ñibre
Hombre,42,Argentina,Ciudad Autónoma de Buenos Aires,16.0,0.0,16.0,0,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Developer,"Amazon Web Services, Docker","Java, SQL","Hibernate, Spark, Spring","ElasticSearch, MySQL","Cucumber, JUnit, Postman",IntelliJ,macOS,Android,"Sí, pasiva",0.0,Neto,Full-Time,200000.0,170000.0,,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,10.0,7,Jamás,¿Qué les importa?,,,2001-5000,Producto basado en Software,8,6,Ninguna de las anteriores,"mercado libre, mulesoft "
Hombre,23,Argentina,Córdoba,1.0,0.0,0.0,0,Terciario,Completado,Analista de Sistemas,Iresm,"Sí, de forma particular",No,Sí,QA / Tester,Amazon Web Services,Java,Serenity,MySQL,"Appium, Cucumber, JUnit, Postman, Selenium",IntelliJ,Windows,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,38000.0,34000.0,,2,2,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,No,11-50,Producto basado en Software,9,10,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida",
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,2.0,2.0,2.0,0,Universitario,Completado,Contador,UBA - Universidad de Buenos Aires,No,No,No,Analista funcional,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,Ninguno de los anteriores,Windows,Android,No,0.0,Bruto,Full-Time,84000.0,68000.0,,3,3,Menos de un sueldo,Mix de las anteriores,Uno,20.0,5,Jamás,Heterosexual,,Sí,11-50,Servicios / Consultoría de Software / Digital,8,9,Ninguna de las anteriores,Mercado libre
Hombre,27,Argentina,Ciudad Autónoma de Buenos Aires,2.0,1.0,1.0,0,Secundario,Completado,,,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Developer,Docker,"CSS, HTML, Javascript, TypeScript",React.js,PostgreSQL,Cypress,"Vim, Visual Studio Code",macOS,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,45000.0,41000.0,,3,2,No,No recibo bono,Uno,15.0,5,Jamás,Heterosexual,,,11-50,Servicios / Consultoría de Software / Digital,8,10,"Abono de celular, Capacitaciones y/o cursos",
Hombre,30,Argentina,Santa Fe,3.0,3.0,3.0,0,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,Sí,Business Analyst,Windows Server,C#,"Angular, Hibernate, Node.js",Microsoft SQL Server,"NUnit, Postman, Selenium, SoapUI",Visual Studio Code,Windows,Android,"Sí, pasiva",16000.0,Bruto,Full-Time,73425.0,60547.77,,3,3,No,No recibo bono,Dos,30.0,4,Jamás,,,,101-200,Servicios / Consultoría de Software / Digital,8,8,"Clases de idiomas, Horarios flexibles",
Hombre,36,Argentina,Ciudad Autónoma de Buenos Aires,10.0,1.0,1.0,0,Posgrado,Completado,Ingeniería en Telecomunicaciones,Universidad Sergio Arboleda (COL),"Sí, de forma particular",No,Sí,Data Scientist / Data Engineer,"Linux, Solaris","Python, SQL",Spark,"Apache Hive, MySQL, Oracle, Teradata",Ninguna de las anteriores,Nano,Windows,iOS,No,0.0,Bruto,Remoto (empresa de otro país),144000.0,144000.0,Mi sueldo está dolarizado,3,3,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,No,101-200,Servicios / Consultoría de Software / Digital,6,6,Ninguna de las anteriores,
Hombre,43,Argentina,Ciudad Autónoma de Buenos Aires,10.0,1.0,1.0,0,Universitario,Completado,Licenciatura en Ciencias dela Computación,UNS - Universidad Nacional del Sur,"Sí, de forma particular",No,Sí,Developer,OpenShift,Java,Spring,MongoDB,JUnit,IntelliJ,GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,90000.0,75000.0,,3,2,No,No recibo bono,Uno,15.0,3,En un trabajo anterior,Heterosexual,,,51-100,Servicios / Consultoría de Software / Digital,7,7,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos","MercadoLibre, Las fintech, tipo uala"
Hombre,36,Argentina,Ciudad Autónoma de Buenos Aires,5.0,2.0,5.0,0,Terciario,Incompleto,Analista de Sistemas,,"Sí, de forma particular",No,Sí,Developer,"Amazon Web Services, Docker, Heroku","Javascript, TypeScript","Node.js, React.js",MongoDB,"Jest, Mocha",Visual Studio Code,macOS,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,180000.0,170000.0,,2,2,No,No recibo bono,Uno,25.0,1,Jamás,,,No,51-100,Producto basado en Software,8,7,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
